Voltage [V];Current Corrected [A] ;Power [W];;;
5;2,12E-01;1,06E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,04E-01;1,02E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,00E-01;1,00E+00;;;
5;2,25E-01;1,12E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,96E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,97E-01;9,83E-01;;;
5;2,14E-01;1,07E+00;;;
5;1,96E-01;9,78E-01;;;
5;1,99E-01;9,94E-01;;;
5;1,97E-01;9,86E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,98E-01;9,88E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,00E-01;1,00E+00;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,00E-01;1,00E+00;;;
5;2,25E-01;1,12E+00;;;
5;1,97E-01;9,85E-01;;;
5;2,00E-01;1,00E+00;;;
5;1,99E-01;9,96E-01;;;
5;1,97E-01;9,83E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,10E-01;1,05E+00;;;
5;2,03E-01;1,02E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,09E-01;1,04E+00;;;
5;1,97E-01;9,86E-01;;;
5;2,02E-01;1,01E+00;;;
5;2,04E-01;1,02E+00;;;
5;2,00E-01;9,98E-01;;;
5;2,10E-01;1,05E+00;;;
5;1,95E-01;9,77E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,60E-01;1,30E+00;;;
5;2,31E-01;1,15E+00;;;
5;2,11E-01;1,06E+00;;;
5;1,96E-01;9,82E-01;;;
5;2,03E-01;1,01E+00;;;
5;2,01E-01;1,01E+00;;;
5;2,05E-01;1,03E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,34E-01;1,17E+00;;;
5;2,02E-01;1,01E+00;;;
5;2,08E-01;1,04E+00;;;
5;2,04E-01;1,02E+00;;;
5;1,97E-01;9,87E-01;;;
5;2,10E-01;1,05E+00;;;
5;2,02E-01;1,01E+00;;;
5;2,02E-01;1,01E+00;;;
5;2,02E-01;1,01E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,00E-01;9,98E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,08E-01;1,04E+00;;;
5;2,04E-01;1,02E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,95E-01;9,77E-01;;;
5;1,99E-01;9,94E-01;;;
5;2,00E-01;9,98E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,04E-01;1,02E+00;;;
5;1,97E-01;9,86E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,96E-01;9,80E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,98E-01;9,91E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,01E-01;1,00E+00;;;
5;1,98E-01;9,88E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,08E-01;1,04E+00;;;
5;2,02E-01;1,01E+00;;;
5;1,96E-01;9,80E-01;;;
5;2,12E-01;1,06E+00;;;
5;1,99E-01;9,96E-01;;;
5;1,99E-01;9,97E-01;;;
5;1,99E-01;9,97E-01;;;
5;1,96E-01;9,80E-01;;;
5;2,02E-01;1,01E+00;;;
5;1,99E-01;9,95E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,11E-01;1,05E+00;;;
5;1,95E-01;9,77E-01;;;
5;2,24E-01;1,12E+00;;;
5;2,04E-01;1,02E+00;;;
5;1,98E-01;9,91E-01;;;
5;2,15E-01;1,07E+00;;;
5;2,32E-01;1,16E+00;;;
5;2,34E-01;1,17E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,96E-01;;;
5;2,07E-01;1,04E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,09E-01;1,04E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,97E-01;9,83E-01;;;
5;1,99E-01;9,96E-01;;;
5;2,01E-01;1,01E+00;;;
5;1,99E-01;9,95E-01;;;
5;1,96E-01;9,80E-01;;;
5;2,03E-01;1,01E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,09E-01;1,04E+00;;;
5;1,99E-01;9,97E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,12E-01;1,06E+00;;;
5;2,03E-01;1,02E+00;;;
5;2,04E-01;1,02E+00;;;
5;2,17E-01;1,09E+00;;;
5;1,99E-01;9,94E-01;;;
5;2,01E-01;1,01E+00;;;
5;2,03E-01;1,02E+00;;;
5;1,98E-01;9,89E-01;;;
5;2,07E-01;1,04E+00;;;
5;1,98E-01;9,92E-01;;;
5;2,21E-01;1,10E+00;;;
5;2,01E-01;1,00E+00;;;
5;2,03E-01;1,01E+00;;;
5;2,11E-01;1,06E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,04E-01;1,02E+00;;;
5;2,59E-01;1,29E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,94E-01;;;
5;2,08E-01;1,04E+00;;;
5;2,02E-01;1,01E+00;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,03E-01;1,01E+00;;;
5;2,31E-01;1,15E+00;;;
5;2,02E-01;1,01E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,12E-01;1,06E+00;;;
5;2,20E-01;1,10E+00;;;
5;2,09E-01;1,04E+00;;;
5;2,04E-01;1,02E+00;;;
5;1,96E-01;9,82E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,98E-01;9,90E-01;;;
5;2,04E-01;1,02E+00;;;
5;1,99E-01;9,96E-01;;;
5;1,96E-01;9,78E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,30E-01;1,15E+00;;;
5;2,28E-01;1,14E+00;;;
5;2,13E-01;1,06E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,24E-01;1,12E+00;;;
5;2,01E-01;1,01E+00;;;
5;2,00E-01;9,99E-01;;;
5;2,11E-01;1,05E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,01E-01;1,00E+00;;;
5;1,96E-01;9,78E-01;;;
5;1,99E-01;9,94E-01;;;
5;2,32E-01;1,16E+00;;;
5;1,99E-01;9,93E-01;;;
5;1,99E-01;9,96E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,09E-01;1,05E+00;;;
5;1,99E-01;9,95E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,33E-01;1,16E+00;;;
5;2,03E-01;1,01E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,01E-01;1,01E+00;;;
5;1,98E-01;9,92E-01;;;
5;2,09E-01;1,04E+00;;;
5;1,99E-01;9,94E-01;;;
5;1,95E-01;9,77E-01;;;
5;2,37E-01;1,18E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,09E-01;1,04E+00;;;
5;2,03E-01;1,02E+00;;;
5;1,96E-01;9,80E-01;;;
5;2,02E-01;1,01E+00;;;
5;2,00E-01;1,00E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,06E-01;1,03E+00;;;
5;1,96E-01;9,80E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,95E-01;9,77E-01;;;
5;1,99E-01;9,94E-01;;;
5;2,09E-01;1,05E+00;;;
5;1,98E-01;9,90E-01;;;
5;2,02E-01;1,01E+00;;;
5;1,97E-01;9,87E-01;;;
5;1,99E-01;9,96E-01;;;
5;2,38E-01;1,19E+00;;;
5;2,32E-01;1,16E+00;;;
5;2,02E-01;1,01E+00;;;
5;2,12E-01;1,06E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,13E-01;1,06E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,04E-01;1,02E+00;;;
5;2,29E-01;1,15E+00;;;
5;2,31E-01;1,16E+00;;;
5;1,95E-01;9,77E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,98E-01;9,92E-01;;;
5;2,20E-01;1,10E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,38E-01;1,19E+00;;;
5;2,50E-01;1,25E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,99E-01;9,96E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,11E-01;1,06E+00;;;
5;2,29E-01;1,15E+00;;;
5;2,03E-01;1,01E+00;;;
5;2,41E-01;1,21E+00;;;
5;1,98E-01;9,89E-01;;;
5;2,09E-01;1,04E+00;;;
5;2,01E-01;1,00E+00;;;
5;1,99E-01;9,97E-01;;;
5;2,08E-01;1,04E+00;;;
5;2,08E-01;1,04E+00;;;
5;2,06E-01;1,03E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,09E-01;1,04E+00;;;
5;2,06E-01;1,03E+00;;;
5;1,99E-01;9,97E-01;;;
5;2,08E-01;1,04E+00;;;
5;2,09E-01;1,04E+00;;;
5;2,08E-01;1,04E+00;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,95E-01;;;
5;1,99E-01;9,96E-01;;;
5;2,05E-01;1,02E+00;;;
5;2,02E-01;1,01E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,00E-01;1,00E+00;;;
5;2,00E-01;9,98E-01;;;
5;2,10E-01;1,05E+00;;;
5;2,03E-01;1,01E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,09E-01;1,04E+00;;;
5;2,05E-01;1,03E+00;;;
5;2,14E-01;1,07E+00;;;
5;2,03E-01;1,01E+00;;;
5;2,04E-01;1,02E+00;;;
5;1,99E-01;9,94E-01;;;
5;2,02E-01;1,01E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,01E-01;1,01E+00;;;
5;2,06E-01;1,03E+00;;;
5;2,11E-01;1,06E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,03E-01;1,01E+00;;;
5;2,10E-01;1,05E+00;;;
5;2,02E-01;1,01E+00;;;
5;2,00E-01;9,98E-01;;;
5;1,96E-01;9,80E-01;;;
5;2,03E-01;1,02E+00;;;
5;1,97E-01;9,83E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,97E-01;9,84E-01;;;
5;2,11E-01;1,05E+00;;;
5;2,02E-01;1,01E+00;;;
5;2,09E-01;1,04E+00;;;
5;2,02E-01;1,01E+00;;;
5;1,96E-01;9,80E-01;;;
5;2,54E-01;1,27E+00;;;
5;2,29E-01;1,14E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,96E-01;;;
5;1,96E-01;9,80E-01;;;
5;2,11E-01;1,06E+00;;;
5;2,00E-01;1,00E+00;;;
5;1,96E-01;9,82E-01;;;
5;2,13E-01;1,06E+00;;;
5;1,96E-01;9,78E-01;;;
5;2,08E-01;1,04E+00;;;
5;2,01E-01;1,00E+00;;;
5;2,00E-01;9,99E-01;;;
5;1,99E-01;9,97E-01;;;
5;1,98E-01;9,90E-01;;;
5;1,99E-01;9,96E-01;;;
5;2,02E-01;1,01E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,11E-01;1,06E+00;;;
5;2,01E-01;1,01E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,14E-01;1,07E+00;;;
5;2,30E-01;1,15E+00;;;
5;2,02E-01;1,01E+00;;;
5;2,01E-01;1,01E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,06E-01;1,03E+00;;;
5;1,99E-01;9,96E-01;;;
5;1,97E-01;9,87E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,08E-01;1,04E+00;;;
5;2,03E-01;1,01E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,05E-01;1,02E+00;;;
5;1,99E-01;9,96E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,04E-01;1,02E+00;;;
5;1,95E-01;9,77E-01;;;
5;2,09E-01;1,04E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,14E-01;1,07E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,02E-01;1,01E+00;;;
5;2,30E-01;1,15E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,10E-01;1,05E+00;;;
5;1,98E-01;9,89E-01;;;
5;1,99E-01;9,94E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,96E-01;;;
5;1,98E-01;9,88E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,15E-01;1,08E+00;;;
5;2,30E-01;1,15E+00;;;
5;2,14E-01;1,07E+00;;;
5;2,12E-01;1,06E+00;;;
5;2,00E-01;1,00E+00;;;
5;2,12E-01;1,06E+00;;;
5;1,99E-01;9,94E-01;;;
5;1,95E-01;9,77E-01;;;
5;2,05E-01;1,03E+00;;;
5;2,00E-01;9,99E-01;;;
5;1,98E-01;9,92E-01;;;
5;1,99E-01;9,96E-01;;;
5;1,96E-01;9,80E-01;;;
5;2,14E-01;1,07E+00;;;
5;1,98E-01;9,91E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,26E-01;1,13E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,09E-01;1,05E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,02E-01;1,01E+00;;;
5;2,00E-01;9,99E-01;;;
5;1,97E-01;9,83E-01;;;
5;2,01E-01;1,01E+00;;;
5;2,31E-01;1,16E+00;;;
5;2,03E-01;1,01E+00;;;
5;2,09E-01;1,04E+00;;;
5;2,00E-01;9,99E-01;;;
5;1,99E-01;9,96E-01;;;
5;2,09E-01;1,05E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,01E-01;1,01E+00;;;
5;2,28E-01;1,14E+00;;;
5;2,03E-01;1,02E+00;;;
5;2,00E-01;1,00E+00;;;
5;1,99E-01;9,96E-01;;;
5;1,95E-01;9,77E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,97E-01;9,85E-01;;;
5;2,15E-01;1,07E+00;;;
5;2,14E-01;1,07E+00;;;
5;1,96E-01;9,82E-01;;;
5;2,09E-01;1,05E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,96E-01;;;
5;2,05E-01;1,02E+00;;;
5;1,97E-01;9,87E-01;;;
5;2,08E-01;1,04E+00;;;
5;2,00E-01;9,98E-01;;;
5;2,03E-01;1,01E+00;;;
5;2,45E-01;1,22E+00;;;
5;1,96E-01;9,82E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,98E-01;9,91E-01;;;
5;2,02E-01;1,01E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,32E-01;1,16E+00;;;
5;2,00E-01;9,99E-01;;;
5;2,08E-01;1,04E+00;;;
5;2,32E-01;1,16E+00;;;
5;2,04E-01;1,02E+00;;;
5;2,08E-01;1,04E+00;;;
5;2,00E-01;1,00E+00;;;
5;1,98E-01;9,92E-01;;;
5;2,26E-01;1,13E+00;;;
5;1,97E-01;9,87E-01;;;
5;1,98E-01;9,89E-01;;;
5;1,99E-01;9,94E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,12E-01;1,06E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,20E-01;1,10E+00;;;
5;2,14E-01;1,07E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,09E-01;1,05E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,00E-01;9,99E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,33E-01;1,16E+00;;;
5;1,95E-01;9,77E-01;;;
5;1,99E-01;9,94E-01;;;
5;2,06E-01;1,03E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,13E-01;1,07E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,96E-01;;;
5;1,99E-01;9,93E-01;;;
5;2,02E-01;1,01E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,03E-01;1,01E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,13E-01;1,07E+00;;;
5;2,02E-01;1,01E+00;;;
5;1,98E-01;9,90E-01;;;
5;2,12E-01;1,06E+00;;;
5;1,99E-01;9,97E-01;;;
5;2,00E-01;1,00E+00;;;
5;2,23E-01;1,12E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,02E-01;1,01E+00;;;
5;2,08E-01;1,04E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,17E-01;1,08E+00;;;
5;2,09E-01;1,04E+00;;;
5;1,96E-01;9,80E-01;;;
5;2,13E-01;1,07E+00;;;
5;1,95E-01;9,77E-01;;;
5;2,02E-01;1,01E+00;;;
5;1,97E-01;9,85E-01;;;
5;1,98E-01;9,92E-01;;;
5;2,32E-01;1,16E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,36E-01;1,18E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,40E-01;1,20E+00;;;
5;2,33E-01;1,16E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,02E-01;1,01E+00;;;
5;2,00E-01;9,98E-01;;;
5;2,02E-01;1,01E+00;;;
5;2,08E-01;1,04E+00;;;
5;2,00E-01;9,98E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,12E-01;1,06E+00;;;
5;2,02E-01;1,01E+00;;;
5;1,98E-01;9,89E-01;;;
5;1,99E-01;9,96E-01;;;
5;1,99E-01;9,97E-01;;;
5;2,03E-01;1,01E+00;;;
5;1,99E-01;9,97E-01;;;
5;1,96E-01;9,80E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,96E-01;9,78E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,97E-01;9,87E-01;;;
5;1,98E-01;9,90E-01;;;
5;2,07E-01;1,04E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,97E-01;9,87E-01;;;
5;1,99E-01;9,96E-01;;;
5;2,07E-01;1,03E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,03E-01;1,01E+00;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,05E-01;1,02E+00;;;
5;2,02E-01;1,01E+00;;;
5;2,08E-01;1,04E+00;;;
5;2,30E-01;1,15E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,11E-01;1,05E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,01E-01;1,00E+00;;;
5;1,99E-01;9,95E-01;;;
5;1,96E-01;9,80E-01;;;
5;2,01E-01;1,00E+00;;;
5;2,01E-01;1,00E+00;;;
5;1,97E-01;9,87E-01;;;
5;2,10E-01;1,05E+00;;;
5;1,96E-01;9,79E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,10E-01;1,05E+00;;;
5;2,24E-01;1,12E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,96E-01;;;
5;1,97E-01;9,85E-01;;;
5;2,09E-01;1,04E+00;;;
5;2,34E-01;1,17E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,94E-01;;;
5;2,09E-01;1,04E+00;;;
5;2,02E-01;1,01E+00;;;
5;2,09E-01;1,04E+00;;;
5;1,99E-01;9,94E-01;;;
5;1,99E-01;9,96E-01;;;
5;1,97E-01;9,85E-01;;;
5;2,02E-01;1,01E+00;;;
5;1,96E-01;9,82E-01;;;
5;2,01E-01;1,01E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,09E-01;1,05E+00;;;
5;2,04E-01;1,02E+00;;;
5;2,31E-01;1,15E+00;;;
5;2,11E-01;1,06E+00;;;
5;1,98E-01;9,92E-01;;;
5;2,01E-01;1,01E+00;;;
5;1,99E-01;9,95E-01;;;
5;1,95E-01;9,77E-01;;;
5;1,99E-01;9,97E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,00E-01;1,00E+00;;;
5;2,14E-01;1,07E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,96E-01;9,80E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,95E-01;9,77E-01;;;
5;1,99E-01;9,94E-01;;;
5;2,05E-01;1,03E+00;;;
5;1,98E-01;9,91E-01;;;
5;1,99E-01;9,94E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,95E-01;;;
5;1,99E-01;9,96E-01;;;
5;2,30E-01;1,15E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,04E-01;1,02E+00;;;
5;2,07E-01;1,03E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,09E-01;1,04E+00;;;
5;1,99E-01;9,96E-01;;;
5;1,99E-01;9,96E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,96E-01;9,80E-01;;;
5;2,06E-01;1,03E+00;;;
5;1,99E-01;9,97E-01;;;
5;1,96E-01;9,80E-01;;;
5;2,00E-01;1,00E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,96E-01;;;
5;2,09E-01;1,04E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,37E-01;1,18E+00;;;
5;1,96E-01;9,80E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,10E-01;1,05E+00;;;
5;1,98E-01;9,88E-01;;;
5;2,02E-01;1,01E+00;;;
5;1,96E-01;9,79E-01;;;
5;2,04E-01;1,02E+00;;;
5;2,32E-01;1,16E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,02E-01;1,01E+00;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,97E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,95E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,25E-01;1,12E+00;;;
5;1,99E-01;9,97E-01;;;
5;1,95E-01;9,77E-01;;;
5;2,00E-01;1,00E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,99E-01;9,95E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,32E-01;1,16E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,96E-01;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,33E-01;1,16E+00;;;
5;2,02E-01;1,01E+00;;;
5;2,11E-01;1,06E+00;;;
5;1,95E-01;9,77E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,14E-01;1,07E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,00E-01;9,99E-01;;;
5;2,00E-01;1,00E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,05E-01;1,02E+00;;;
5;1,99E-01;9,95E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,11E-01;1,06E+00;;;
5;2,02E-01;1,01E+00;;;
5;2,08E-01;1,04E+00;;;
5;2,02E-01;1,01E+00;;;
5;1,97E-01;9,84E-01;;;
5;2,32E-01;1,16E+00;;;
5;2,02E-01;1,01E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,48E-01;1,24E+00;;;
5;2,04E-01;1,02E+00;;;
5;2,11E-01;1,06E+00;;;
5;2,04E-01;1,02E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,31E-01;1,15E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,08E-01;1,04E+00;;;
5;2,40E-01;1,20E+00;;;
5;2,34E-01;1,17E+00;;;
5;2,02E-01;1,01E+00;;;
5;1,96E-01;9,78E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,30E-01;1,15E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,16E-01;1,08E+00;;;
5;1,98E-01;9,90E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,02E-01;1,01E+00;;;
5;2,35E-01;1,18E+00;;;
5;1,99E-01;9,96E-01;;;
5;2,00E-01;1,00E+00;;;
5;1,99E-01;9,97E-01;;;
5;2,02E-01;1,01E+00;;;
5;2,10E-01;1,05E+00;;;
5;1,99E-01;9,94E-01;;;
5;2,08E-01;1,04E+00;;;
5;2,03E-01;1,01E+00;;;
5;1,98E-01;9,89E-01;;;
5;2,01E-01;1,00E+00;;;
5;1,99E-01;9,95E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,02E-01;1,01E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,99E-01;9,95E-01;;;
5;1,96E-01;9,80E-01;;;
5;2,28E-01;1,14E+00;;;
5;1,95E-01;9,77E-01;;;
5;2,09E-01;1,04E+00;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,99E-01;9,95E-01;;;
5;1,96E-01;9,80E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,30E-01;1,15E+00;;;
5;1,99E-01;9,97E-01;;;
5;2,11E-01;1,06E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,04E-01;1,02E+00;;;
5;2,07E-01;1,04E+00;;;
5;1,99E-01;9,95E-01;;;
5;2,03E-01;1,01E+00;;;
5;2,32E-01;1,16E+00;;;
5;1,99E-01;9,94E-01;;;
5;2,03E-01;1,02E+00;;;
5;1,99E-01;9,95E-01;;;
5;1,96E-01;9,80E-01;;;
5;2,12E-01;1,06E+00;;;
5;2,02E-01;1,01E+00;;;
5;2,09E-01;1,04E+00;;;
5;2,20E-01;1,10E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,04E-01;1,02E+00;;;
5;1,99E-01;9,96E-01;;;
5;1,96E-01;9,81E-01;;;
5;2,02E-01;1,01E+00;;;
5;2,30E-01;1,15E+00;;;
5;2,45E-01;1,22E+00;;;
5;1,97E-01;9,83E-01;;;
5;1,98E-01;9,92E-01;;;
5;2,09E-01;1,05E+00;;;
5;1,98E-01;9,89E-01;;;
5;2,09E-01;1,05E+00;;;
5;1,96E-01;9,81E-01;;;
5;2,03E-01;1,01E+00;;;
5;1,99E-01;9,95E-01;;;
5;1,97E-01;9,83E-01;;;
5;2,03E-01;1,02E+00;;;
5;2,01E-01;1,01E+00;;;
5;2,02E-01;1,01E+00;;;
5;2,11E-01;1,05E+00;;;
5;1,97E-01;9,83E-01;;;
5;1,99E-01;9,97E-01;;;
5;2,08E-01;1,04E+00;;;
5;1,99E-01;9,94E-01;;;
5;1,96E-01;9,81E-01;;;
5;1,99E-01;9,95E-01;;;
5;2,02E-01;1,01E+00;;;
5;2,00E-01;1,00E+00;;;
5;1,99E-01;9,96E-01;;;
5;1,96E-01;9,81E-01;;;
